filename,label
DE_LY_Arm_2016-05_000.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_001.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_002.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_005.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_006.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_007.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_008.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_010.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_011.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_012.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_013.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_014.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_016.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_017.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_019.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_021.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_022.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_023.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_024.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_025.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_027.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_028.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_029.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_030.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_031.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_032.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_033.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_035.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_036.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_037.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_038.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_040.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_041.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_043.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_044.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_047.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_049.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_050.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_051.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_052.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_053.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_054.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_055.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_056.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_057.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_058.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_059.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_061.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_062.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_063.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_064.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_065.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_066.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_067.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_069.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_074.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_075.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_076.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_077.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_079.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_080.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_081.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_083.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_084.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_085.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_086.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_087.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_088.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_090.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_091.png,DE_LY_Arm_2016-05
DE_LY_Arm_2016-05_093.png,DE_LY_Arm_2016-05
